"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","489","graphql schema","","Tue Jan 28 02:09:32 GMT 2025","failed","Tue Jan 28 02:09:32 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
