"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","109","graphql schema","","Sun Jan 12 02:21:04 GMT 2025","failed","Sun Jan 12 02:21:04 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
