"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","336","graphql schema","","Thu Dec 12 02:23:45 GMT 2024","failed","Thu Dec 12 02:23:46 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
