"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 25 00:05:49 GMT 2022","Mon Jul 25 00:05:50 GMT 2022","405","","Graphql schema","","Graphql schema","graphql schema","graphql schema",""
