"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30","graphql schema","","Thu Jan 16 02:08:52 GMT 2025","failed","Thu Jan 16 02:08:52 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
