"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 05 02:55:30 GMT 2022","Sat Nov 05 02:55:30 GMT 2022","395","","Graphql schema","","Graphql schema","graphql schema","graphql schema",""
