"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","graphql schema","","Thu Feb 27 02:16:23 GMT 2025","failed","Thu Feb 27 02:16:23 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
