"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","200","graphql schema","","Mon Jan 27 02:11:54 GMT 2025","failed","Mon Jan 27 02:11:54 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
