"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","195","graphql schema","","Thu Dec 26 02:12:08 GMT 2024","failed","Thu Dec 26 02:12:09 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
