"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 25 00:37:57 GMT 2022","Mon Jul 25 00:37:57 GMT 2022","348","","Graphql schema","","Graphql schema","graphql schema","graphql schema",""
