"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","476","graphql schema","","Wed Nov 27 02:22:24 GMT 2024","failed","Wed Nov 27 02:22:25 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
