"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","194","graphql schema","","Sat Dec 21 02:10:35 GMT 2024","failed","Sat Dec 21 02:10:35 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
