"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 25 00:45:46 GMT 2022","Mon Jul 25 00:45:47 GMT 2022","341","","Graphql schema","","Graphql schema","graphql schema","graphql schema",""
