"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 23 02:10:42 GMT 2023","Mon Jan 23 02:10:42 GMT 2023","642","","Graphql schema","","Graphql schema","graphql schema","graphql schema",""
