"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44","graphql schema","","Sat Jan 11 02:13:05 GMT 2025","failed","Sat Jan 11 02:13:05 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
