"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51","graphql schema","","Wed Oct 30 02:15:07 GMT 2024","failed","Wed Oct 30 02:15:07 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
