"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","204","graphql schema","","Mon Dec 09 02:26:52 GMT 2024","failed","Mon Dec 09 02:26:53 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
