"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 24 23:46:27 GMT 2022","Sun Jul 24 23:46:27 GMT 2022","353","","Graphql schema","","Graphql schema","graphql schema","graphql schema",""
