"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","397","graphql schema","","Mon Dec 30 02:15:29 GMT 2024","failed","Mon Dec 30 02:15:29 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
