"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","110","graphql schema","","Fri Feb 07 02:12:30 GMT 2025","failed","Fri Feb 07 02:12:30 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
