"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50","graphql schema","","Thu Feb 06 02:11:46 GMT 2025","failed","Thu Feb 06 02:11:46 GMT 2025","","Graphql schema","Graphql schema","graphql schema"
