"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","167","graphql schema","","Sat Nov 30 02:17:47 GMT 2024","failed","Sat Nov 30 02:17:47 GMT 2024","","Graphql schema","Graphql schema","graphql schema"
